Date,Store ID,Product ID,Category,Inventory Level,Units Sold,Units Ordered,Price,Seasonality
14-04-2022,S005,P0007,Toys,70,52,134,52.64,Winter
14-04-2022,S005,P0008,Clothing,464,178,187,63.33,Winter
14-04-2022,S005,P0009,Toys,157,118,129,70.34,Spring
14-04-2022,S005,P0010,Electronics,429,177,84,22.8,Winter
14-04-2022,S005,P0011,Electronics,271,222,51,82.3,Summer
14-04-2022,S005,P0012,Electronics,373,45,122,30.67,Winter
14-04-2022,S005,P0013,Furniture,384,295,199,21.02,Winter
14-04-2022,S005,P0014,Electronics,433,189,38,93.28,Summer
14-04-2022,S005,P0015,Toys,194,135,87,74.44,Spring
14-04-2022,S005,P0016,Furniture,271,31,47,43.95,Summer
14-04-2022,S005,P0017,Groceries,407,208,190,64.72,Winter
14-04-2022,S005,P0018,Furniture,405,137,85,29.79,Autumn
14-04-2022,S005,P0019,Electronics,96,93,150,78.89,Autumn
14-04-2022,S005,P0020,Clothing,327,83,110,22.39,Autumn
15-04-2022,S001,P0001,Toys,136,32,165,95.63,Winter
15-04-2022,S001,P0002,Furniture,317,34,148,74.44,Summer
15-04-2022,S001,P0003,Electronics,215,138,195,37.37,Winter
15-04-2022,S001,P0004,Toys,225,164,160,68.77,Autumn
15-04-2022,S001,P0005,Electronics,118,102,144,32.73,Winter
15-04-2022,S001,P0006,Electronics,303,216,36,98.27,Summer
15-04-2022,S001,P0007,Electronics,486,387,99,23.67,Winter
15-04-2022,S001,P0008,Groceries,182,36,192,92.21,Spring
15-04-2022,S001,P0009,Groceries,207,166,49,13.32,Spring
15-04-2022,S001,P0010,Furniture,499,0,101,80.56,Winter
15-04-2022,S001,P0011,Electronics,313,62,164,29.02,Winter
15-04-2022,S001,P0012,Electronics,126,78,84,14.24,Spring
15-04-2022,S001,P0013,Toys,403,20,91,55.88,Summer
15-04-2022,S001,P0014,Clothing,344,46,168,99.71,Winter
15-04-2022,S001,P0015,Electronics,169,106,125,60.27,Winter
15-04-2022,S001,P0016,Toys,77,30,69,95.95,Summer
15-04-2022,S001,P0017,Groceries,182,24,173,61.52,Summer
15-04-2022,S001,P0018,Electronics,76,41,180,93.09,Winter
15-04-2022,S001,P0019,Furniture,116,10,103,92.72,Autumn
15-04-2022,S001,P0020,Furniture,155,62,134,97.91,Summer
15-04-2022,S002,P0001,Groceries,117,76,143,50.13,Autumn
15-04-2022,S002,P0002,Groceries,352,336,192,99.8,Autumn
15-04-2022,S002,P0003,Toys,477,213,133,77.13,Winter
15-04-2022,S002,P0004,Groceries,480,141,63,40.24,Spring
15-04-2022,S002,P0005,Groceries,312,152,137,42.18,Summer
15-04-2022,S002,P0006,Furniture,384,85,126,74.89,Autumn
15-04-2022,S002,P0007,Toys,179,4,83,59.79,Autumn
15-04-2022,S002,P0008,Furniture,193,119,120,15.34,Summer
15-04-2022,S002,P0009,Furniture,386,214,96,25.24,Winter
15-04-2022,S002,P0010,Furniture,261,139,159,24.78,Autumn
15-04-2022,S002,P0011,Toys,136,42,99,51.48,Summer
15-04-2022,S002,P0012,Furniture,260,44,22,39.54,Winter
15-04-2022,S002,P0013,Groceries,73,33,24,95.81,Winter
15-04-2022,S002,P0014,Clothing,164,48,195,96.56,Summer
15-04-2022,S002,P0015,Electronics,428,120,184,37,Winter
15-04-2022,S002,P0016,Clothing,386,143,78,23.96,Autumn
15-04-2022,S002,P0017,Electronics,382,219,136,43.41,Autumn
15-04-2022,S002,P0018,Groceries,224,196,148,82.63,Winter
15-04-2022,S002,P0019,Toys,169,166,119,80.92,Summer
15-04-2022,S002,P0020,Toys,71,57,165,97.98,Winter
15-04-2022,S003,P0001,Groceries,481,260,73,57.79,Summer
15-04-2022,S003,P0002,Toys,172,51,100,30.54,Summer
15-04-2022,S003,P0003,Toys,480,209,115,53.09,Autumn
15-04-2022,S003,P0004,Clothing,105,72,84,10.11,Winter
15-04-2022,S003,P0005,Furniture,234,55,118,72.93,Summer
15-04-2022,S003,P0006,Electronics,439,422,27,89.94,Autumn
15-04-2022,S003,P0007,Clothing,405,190,27,82.93,Autumn
15-04-2022,S003,P0008,Furniture,478,456,126,46.96,Autumn
15-04-2022,S003,P0009,Clothing,441,108,187,75.38,Spring
15-04-2022,S003,P0010,Groceries,173,3,80,88.99,Winter
15-04-2022,S003,P0011,Toys,285,158,199,36.29,Autumn
15-04-2022,S003,P0012,Clothing,345,35,119,28.15,Spring
15-04-2022,S003,P0013,Furniture,382,13,113,69.36,Winter
15-04-2022,S003,P0014,Clothing,366,201,103,50.14,Spring
15-04-2022,S003,P0015,Groceries,62,6,131,96.05,Winter
15-04-2022,S003,P0016,Clothing,454,417,148,61.42,Autumn
15-04-2022,S003,P0017,Clothing,497,371,78,11.64,Spring
15-04-2022,S003,P0018,Electronics,82,14,74,79.58,Spring
15-04-2022,S003,P0019,Clothing,247,75,66,91.22,Summer
15-04-2022,S003,P0020,Toys,216,206,34,31.53,Spring
15-04-2022,S004,P0001,Groceries,472,444,177,37.18,Summer
15-04-2022,S004,P0002,Groceries,345,335,64,58.01,Winter
15-04-2022,S004,P0003,Electronics,191,17,128,17.49,Winter
15-04-2022,S004,P0004,Electronics,88,46,27,81.96,Summer
15-04-2022,S004,P0005,Clothing,237,84,149,89.99,Spring
15-04-2022,S004,P0006,Toys,409,112,138,22.74,Spring
15-04-2022,S004,P0007,Clothing,64,64,89,21.07,Autumn
15-04-2022,S004,P0008,Toys,69,29,47,16.34,Autumn
15-04-2022,S004,P0009,Furniture,144,140,119,12.5,Summer
15-04-2022,S004,P0010,Electronics,317,315,178,23.73,Summer
15-04-2022,S004,P0011,Electronics,157,144,48,64.18,Spring
15-04-2022,S004,P0012,Groceries,185,127,195,55.72,Winter
15-04-2022,S004,P0013,Electronics,454,243,142,87.25,Autumn
15-04-2022,S004,P0014,Electronics,471,2,176,75.22,Summer
15-04-2022,S004,P0015,Clothing,344,179,147,59.45,Winter
15-04-2022,S004,P0016,Furniture,233,166,54,93.54,Winter
15-04-2022,S004,P0017,Groceries,281,121,100,20.01,Summer
15-04-2022,S004,P0018,Toys,225,173,66,19.77,Winter
15-04-2022,S004,P0019,Groceries,290,70,189,12.53,Autumn
15-04-2022,S004,P0020,Groceries,401,133,124,75.22,Autumn
15-04-2022,S005,P0001,Toys,425,38,61,24.03,Spring
15-04-2022,S005,P0002,Groceries,355,105,101,19.89,Winter
15-04-2022,S005,P0003,Groceries,470,187,170,37.17,Summer
15-04-2022,S005,P0004,Electronics,295,64,40,13.06,Winter
15-04-2022,S005,P0005,Electronics,157,63,101,44.3,Winter
15-04-2022,S005,P0006,Groceries,393,83,129,98.6,Summer
15-04-2022,S005,P0007,Clothing,150,106,56,71.62,Winter
15-04-2022,S005,P0008,Toys,298,146,143,41.84,Spring
15-04-2022,S005,P0009,Toys,408,44,42,15.74,Autumn
15-04-2022,S005,P0010,Toys,270,158,60,52.47,Summer
15-04-2022,S005,P0011,Toys,287,194,62,96.46,Spring
15-04-2022,S005,P0012,Clothing,134,119,182,76.86,Winter
15-04-2022,S005,P0013,Electronics,323,295,128,73.74,Autumn
15-04-2022,S005,P0014,Clothing,367,275,108,58.77,Spring
15-04-2022,S005,P0015,Groceries,298,211,125,41.29,Autumn
15-04-2022,S005,P0016,Electronics,443,333,185,48.89,Summer
15-04-2022,S005,P0017,Clothing,451,318,193,61.25,Winter
15-04-2022,S005,P0018,Toys,415,187,165,70.04,Winter
15-04-2022,S005,P0019,Electronics,308,110,32,70.44,Autumn
15-04-2022,S005,P0020,Groceries,130,60,21,21.54,Autumn
16-04-2022,S001,P0001,Groceries,445,183,43,74.81,Spring
16-04-2022,S001,P0002,Groceries,280,203,138,23.86,Summer
16-04-2022,S001,P0003,Furniture,320,66,180,76.37,Summer
16-04-2022,S001,P0004,Clothing,117,74,151,60.34,Spring
16-04-2022,S001,P0005,Groceries,288,126,170,98.37,Autumn
16-04-2022,S001,P0006,Electronics,124,27,200,22.62,Winter
16-04-2022,S001,P0007,Electronics,204,156,172,55.73,Summer
16-04-2022,S001,P0008,Electronics,101,52,22,57.2,Winter
16-04-2022,S001,P0009,Furniture,335,271,31,78.41,Autumn
16-04-2022,S001,P0010,Toys,440,27,48,72.52,Winter
16-04-2022,S001,P0011,Toys,351,263,190,46.32,Spring
16-04-2022,S001,P0012,Electronics,291,5,127,98.96,Summer
16-04-2022,S001,P0013,Electronics,332,261,158,51.32,Summer
16-04-2022,S001,P0014,Toys,224,8,153,66.67,Summer
16-04-2022,S001,P0015,Clothing,54,3,193,26.99,Spring
16-04-2022,S001,P0016,Furniture,72,4,116,45.7,Summer
16-04-2022,S001,P0017,Groceries,445,330,33,78.14,Autumn
16-04-2022,S001,P0018,Groceries,92,79,86,98.59,Autumn
16-04-2022,S001,P0019,Clothing,171,62,23,23.55,Autumn
16-04-2022,S001,P0020,Clothing,253,226,131,41.78,Summer
16-04-2022,S002,P0001,Groceries,344,39,70,72.36,Autumn
16-04-2022,S002,P0002,Electronics,65,62,50,40.68,Autumn
16-04-2022,S002,P0003,Groceries,420,289,55,22.28,Summer
16-04-2022,S002,P0004,Furniture,60,57,166,74.74,Autumn
16-04-2022,S002,P0005,Clothing,255,219,45,36.34,Spring
16-04-2022,S002,P0006,Groceries,134,14,85,78.86,Winter
16-04-2022,S002,P0007,Clothing,90,25,168,17.19,Summer
16-04-2022,S002,P0008,Furniture,148,84,30,64.95,Autumn
16-04-2022,S002,P0009,Toys,321,106,90,64.2,Spring
16-04-2022,S002,P0010,Groceries,210,192,107,77.38,Winter
16-04-2022,S002,P0011,Toys,53,23,113,91.41,Winter
16-04-2022,S002,P0012,Groceries,430,195,122,58.78,Winter
16-04-2022,S002,P0013,Furniture,430,393,33,32.57,Winter
16-04-2022,S002,P0014,Clothing,92,11,161,90.37,Summer
16-04-2022,S002,P0015,Electronics,245,68,120,98.34,Winter
16-04-2022,S002,P0016,Electronics,367,226,190,76.32,Summer
16-04-2022,S002,P0017,Toys,72,28,29,73.48,Winter
16-04-2022,S002,P0018,Groceries,432,347,135,21.58,Autumn
16-04-2022,S002,P0019,Furniture,75,24,107,89.5,Autumn
16-04-2022,S002,P0020,Groceries,291,247,31,37.78,Summer
16-04-2022,S003,P0001,Clothing,269,163,188,99.86,Autumn
16-04-2022,S003,P0002,Toys,83,16,82,98.77,Summer
16-04-2022,S003,P0003,Groceries,324,283,25,18.15,Autumn
16-04-2022,S003,P0004,Furniture,246,135,29,40.19,Summer
16-04-2022,S003,P0005,Clothing,299,85,46,19.15,Spring
16-04-2022,S003,P0006,Toys,384,283,173,86.12,Spring
16-04-2022,S003,P0007,Toys,347,5,109,54.42,Winter
16-04-2022,S003,P0008,Toys,221,137,136,93.04,Autumn
16-04-2022,S003,P0009,Toys,130,98,70,33.11,Winter
16-04-2022,S003,P0010,Clothing,142,104,153,26.33,Summer
16-04-2022,S003,P0011,Toys,313,49,185,83.44,Winter
16-04-2022,S003,P0012,Toys,337,233,102,71.93,Spring
16-04-2022,S003,P0013,Toys,320,249,56,57.7,Summer
16-04-2022,S003,P0014,Toys,451,88,68,93.3,Spring
16-04-2022,S003,P0015,Electronics,265,247,87,93.92,Summer
16-04-2022,S003,P0016,Electronics,237,181,79,41.09,Spring
16-04-2022,S003,P0017,Toys,205,164,26,94.89,Spring
16-04-2022,S003,P0018,Furniture,231,205,116,92.93,Summer
16-04-2022,S003,P0019,Clothing,89,1,150,35.36,Autumn
16-04-2022,S003,P0020,Furniture,384,352,41,92.09,Summer
16-04-2022,S004,P0001,Clothing,289,175,144,89.19,Winter
16-04-2022,S004,P0002,Electronics,95,87,129,93.39,Autumn
16-04-2022,S004,P0003,Clothing,333,198,99,31.46,Autumn
16-04-2022,S004,P0004,Clothing,198,187,41,83.67,Summer
16-04-2022,S004,P0005,Groceries,446,328,109,20.04,Autumn
16-04-2022,S004,P0006,Furniture,379,56,88,39.74,Spring
16-04-2022,S004,P0007,Electronics,327,152,172,27.47,Autumn
16-04-2022,S004,P0008,Groceries,166,148,26,85.43,Winter
16-04-2022,S004,P0009,Clothing,151,36,148,28.78,Spring
16-04-2022,S004,P0010,Toys,154,50,158,46.8,Winter
16-04-2022,S004,P0011,Clothing,109,47,165,98.8,Summer
16-04-2022,S004,P0012,Electronics,75,8,50,99.96,Winter
16-04-2022,S004,P0013,Clothing,300,88,126,15.32,Winter
16-04-2022,S004,P0014,Toys,54,6,68,99.22,Summer
16-04-2022,S004,P0015,Toys,424,287,96,47.13,Winter
16-04-2022,S004,P0016,Toys,173,163,37,43.72,Spring
16-04-2022,S004,P0017,Groceries,485,203,187,72.71,Summer
16-04-2022,S004,P0018,Groceries,212,18,20,37.11,Winter
16-04-2022,S004,P0019,Toys,227,94,96,19.43,Winter
16-04-2022,S004,P0020,Toys,479,168,51,87.07,Winter
16-04-2022,S005,P0001,Toys,202,186,187,79.9,Winter
16-04-2022,S005,P0002,Furniture,219,20,142,73.84,Autumn
16-04-2022,S005,P0003,Electronics,302,244,157,55.36,Summer
16-04-2022,S005,P0004,Toys,302,290,48,87.64,Summer
16-04-2022,S005,P0005,Furniture,435,189,32,42.92,Winter
16-04-2022,S005,P0006,Furniture,116,29,142,85.62,Summer
16-04-2022,S005,P0007,Furniture,265,220,175,38.28,Spring
16-04-2022,S005,P0008,Furniture,477,200,109,92.94,Winter
16-04-2022,S005,P0009,Groceries,268,143,163,61.55,Winter
16-04-2022,S005,P0010,Furniture,104,42,182,42.62,Autumn
16-04-2022,S005,P0011,Electronics,209,79,72,24.94,Summer
16-04-2022,S005,P0012,Furniture,236,227,179,65.42,Summer
16-04-2022,S005,P0013,Groceries,117,92,164,91.71,Autumn
16-04-2022,S005,P0014,Groceries,472,113,96,47.04,Spring
16-04-2022,S005,P0015,Clothing,116,10,79,95.96,Autumn
16-04-2022,S005,P0016,Groceries,226,86,199,85.39,Spring
16-04-2022,S005,P0017,Furniture,202,28,82,49.61,Summer
16-04-2022,S005,P0018,Electronics,50,25,127,91.82,Winter
16-04-2022,S005,P0019,Furniture,419,335,80,23.25,Summer
16-04-2022,S005,P0020,Furniture,283,58,33,79.47,Summer
17-04-2022,S001,P0001,Toys,396,365,109,68.35,Summer
17-04-2022,S001,P0002,Groceries,230,36,61,92.31,Winter
17-04-2022,S001,P0003,Toys,399,278,68,81.65,Spring
17-04-2022,S001,P0004,Groceries,204,141,156,59.12,Summer
17-04-2022,S001,P0005,Clothing,449,307,42,68.72,Autumn
17-04-2022,S001,P0006,Groceries,257,30,136,86.69,Autumn
17-04-2022,S001,P0007,Groceries,59,32,117,53.33,Summer
17-04-2022,S001,P0008,Furniture,68,38,49,80.8,Summer
17-04-2022,S001,P0009,Furniture,166,85,119,70.07,Summer
17-04-2022,S001,P0010,Electronics,400,332,81,65.61,Autumn
17-04-2022,S001,P0011,Electronics,182,101,43,98.78,Autumn
17-04-2022,S001,P0012,Toys,432,227,71,49.7,Autumn
17-04-2022,S001,P0013,Groceries,272,241,146,50.55,Winter
17-04-2022,S001,P0014,Toys,470,191,66,25.65,Spring
17-04-2022,S001,P0015,Toys,197,160,139,86.08,Winter
17-04-2022,S001,P0016,Toys,382,302,157,80.45,Autumn
17-04-2022,S001,P0017,Electronics,229,122,75,41.27,Summer
17-04-2022,S001,P0018,Electronics,162,91,186,98.52,Winter
17-04-2022,S001,P0019,Toys,243,8,157,40.88,Summer
17-04-2022,S001,P0020,Furniture,398,39,143,40.74,Spring
17-04-2022,S002,P0001,Clothing,381,224,153,31.07,Summer
17-04-2022,S002,P0002,Groceries,451,33,81,45.71,Winter
17-04-2022,S002,P0003,Electronics,67,22,38,52.24,Summer
17-04-2022,S002,P0004,Toys,350,282,67,57.39,Winter
17-04-2022,S002,P0005,Furniture,310,87,79,47.65,Spring
17-04-2022,S002,P0006,Electronics,291,126,52,18.05,Winter
17-04-2022,S002,P0007,Electronics,471,346,135,37.8,Summer
17-04-2022,S002,P0008,Toys,69,7,116,55.7,Spring
17-04-2022,S002,P0009,Groceries,83,54,43,51.11,Winter
17-04-2022,S002,P0010,Clothing,392,376,111,65.99,Summer
17-04-2022,S002,P0011,Furniture,114,28,55,70.47,Autumn
17-04-2022,S002,P0012,Furniture,85,47,109,83.53,Spring
17-04-2022,S002,P0013,Clothing,327,233,105,85.28,Autumn
17-04-2022,S002,P0014,Electronics,316,303,121,81.39,Summer
17-04-2022,S002,P0015,Groceries,128,37,70,74.72,Winter
17-04-2022,S002,P0016,Furniture,111,34,174,80.56,Autumn
17-04-2022,S002,P0017,Clothing,499,8,104,49.98,Spring
17-04-2022,S002,P0018,Toys,50,42,45,90.95,Spring
17-04-2022,S002,P0019,Electronics,286,277,193,27.09,Winter
17-04-2022,S002,P0020,Electronics,494,110,191,59.39,Summer
17-04-2022,S003,P0001,Toys,251,12,35,92.5,Summer
17-04-2022,S003,P0002,Groceries,353,87,128,65.76,Summer
17-04-2022,S003,P0003,Clothing,242,152,39,95.32,Winter
17-04-2022,S003,P0004,Clothing,191,44,91,73.72,Summer
17-04-2022,S003,P0005,Clothing,267,169,186,66.13,Autumn
17-04-2022,S003,P0006,Toys,58,43,62,47.33,Winter
17-04-2022,S003,P0007,Groceries,413,383,120,77.09,Spring
17-04-2022,S003,P0008,Electronics,358,251,152,89.71,Winter
17-04-2022,S003,P0009,Toys,129,106,144,21.07,Spring
17-04-2022,S003,P0010,Toys,82,17,97,84.29,Winter
17-04-2022,S003,P0011,Toys,154,4,86,62.68,Winter
17-04-2022,S003,P0012,Toys,98,60,152,13.26,Spring
17-04-2022,S003,P0013,Furniture,467,398,121,60.52,Autumn
17-04-2022,S003,P0014,Toys,438,361,146,67.96,Summer
17-04-2022,S003,P0015,Furniture,321,207,187,70.99,Autumn
17-04-2022,S003,P0016,Furniture,465,33,98,29.81,Autumn
17-04-2022,S003,P0017,Groceries,95,53,78,16.51,Summer
17-04-2022,S003,P0018,Electronics,466,444,143,46.72,Winter
17-04-2022,S003,P0019,Groceries,386,177,171,52.99,Summer
17-04-2022,S003,P0020,Toys,287,53,145,96.94,Winter
17-04-2022,S004,P0001,Toys,368,346,159,51.57,Autumn
17-04-2022,S004,P0002,Clothing,167,84,114,95.66,Spring
17-04-2022,S004,P0003,Clothing,203,42,91,47.83,Summer
17-04-2022,S004,P0004,Groceries,418,187,21,10.45,Spring
17-04-2022,S004,P0005,Groceries,77,36,191,55.23,Spring
17-04-2022,S004,P0006,Groceries,288,155,190,94.28,Winter
17-04-2022,S004,P0007,Clothing,207,91,56,54.59,Autumn
17-04-2022,S004,P0008,Furniture,288,16,102,36.36,Winter
17-04-2022,S004,P0009,Clothing,253,252,175,77.28,Spring
17-04-2022,S004,P0010,Furniture,289,181,48,10.35,Summer
17-04-2022,S004,P0011,Electronics,289,62,167,83,Winter
17-04-2022,S004,P0012,Groceries,110,83,59,62.19,Spring
17-04-2022,S004,P0013,Groceries,443,255,108,15.5,Autumn
17-04-2022,S004,P0014,Clothing,476,379,65,52.73,Spring
17-04-2022,S004,P0015,Clothing,246,1,123,27.91,Summer
17-04-2022,S004,P0016,Groceries,462,446,64,52.79,Winter
17-04-2022,S004,P0017,Electronics,426,394,36,82.53,Winter
17-04-2022,S004,P0018,Furniture,373,362,84,82.9,Winter
17-04-2022,S004,P0019,Clothing,461,430,35,63.38,Spring
17-04-2022,S004,P0020,Groceries,187,152,114,20.16,Spring
17-04-2022,S005,P0001,Toys,112,20,151,26.29,Summer
17-04-2022,S005,P0002,Clothing,379,36,167,52.91,Spring
17-04-2022,S005,P0003,Groceries,361,266,174,98.79,Winter
17-04-2022,S005,P0004,Toys,457,114,93,68.58,Summer
17-04-2022,S005,P0005,Furniture,379,178,83,71.43,Autumn
17-04-2022,S005,P0006,Electronics,429,60,168,59.64,Spring
17-04-2022,S005,P0007,Electronics,277,201,77,53.85,Spring
17-04-2022,S005,P0008,Groceries,72,67,45,37.59,Autumn
17-04-2022,S005,P0009,Clothing,343,284,44,58.07,Autumn
17-04-2022,S005,P0010,Clothing,471,117,90,29.65,Autumn
17-04-2022,S005,P0011,Clothing,475,213,102,43.93,Autumn
17-04-2022,S005,P0012,Toys,173,1,55,16.66,Spring
17-04-2022,S005,P0013,Electronics,156,55,182,28,Autumn
17-04-2022,S005,P0014,Furniture,395,135,94,14.76,Summer
17-04-2022,S005,P0015,Furniture,159,9,58,72.57,Autumn
17-04-2022,S005,P0016,Toys,435,151,100,28.54,Summer
17-04-2022,S005,P0017,Electronics,451,109,50,96.11,Winter
17-04-2022,S005,P0018,Furniture,406,229,97,92.67,Winter
17-04-2022,S005,P0019,Clothing,147,55,173,96.85,Autumn
17-04-2022,S005,P0020,Groceries,274,110,28,53.5,Spring
18-04-2022,S001,P0001,Groceries,319,47,185,53.83,Winter
18-04-2022,S001,P0002,Clothing,319,274,99,45.2,Winter
18-04-2022,S001,P0003,Electronics,470,42,145,34.2,Spring
18-04-2022,S001,P0004,Furniture,246,199,72,80.79,Spring
18-04-2022,S001,P0005,Electronics,258,147,187,83.92,Summer
18-04-2022,S001,P0006,Furniture,494,90,83,80.99,Summer
18-04-2022,S001,P0007,Furniture,115,30,108,76.68,Winter
18-04-2022,S001,P0008,Furniture,98,28,57,85.13,Winter
18-04-2022,S001,P0009,Groceries,356,2,186,73.61,Spring
18-04-2022,S001,P0010,Toys,412,259,174,79.67,Spring
18-04-2022,S001,P0011,Furniture,488,284,101,47.17,Winter
18-04-2022,S001,P0012,Clothing,199,131,75,95.8,Spring
18-04-2022,S001,P0013,Electronics,254,93,54,32.07,Autumn
18-04-2022,S001,P0014,Toys,385,52,81,51.96,Autumn
18-04-2022,S001,P0015,Furniture,457,435,137,59.58,Winter
18-04-2022,S001,P0016,Groceries,430,120,109,60.46,Summer
18-04-2022,S001,P0017,Electronics,235,38,188,80.41,Summer
18-04-2022,S001,P0018,Furniture,177,146,56,92.76,Winter
18-04-2022,S001,P0019,Furniture,288,161,50,66.14,Summer
18-04-2022,S001,P0020,Furniture,215,69,51,95.66,Spring
18-04-2022,S002,P0001,Clothing,131,88,75,96.84,Winter
18-04-2022,S002,P0002,Clothing,422,361,142,60.69,Autumn
18-04-2022,S002,P0003,Toys,302,200,99,96.13,Spring
18-04-2022,S002,P0004,Electronics,70,44,107,93.02,Winter
18-04-2022,S002,P0005,Furniture,188,88,81,59.79,Winter
18-04-2022,S002,P0006,Groceries,378,299,187,42.87,Winter
18-04-2022,S002,P0007,Electronics,368,310,176,36.29,Spring
18-04-2022,S002,P0008,Furniture,334,215,190,94.35,Winter
18-04-2022,S002,P0009,Toys,378,192,70,78.24,Summer
18-04-2022,S002,P0010,Clothing,487,171,124,53.29,Spring
18-04-2022,S002,P0011,Groceries,65,30,121,11.89,Summer
18-04-2022,S002,P0012,Toys,457,51,198,61.57,Summer
18-04-2022,S002,P0013,Clothing,394,105,120,16.91,Autumn
18-04-2022,S002,P0014,Groceries,260,260,127,81.36,Spring
18-04-2022,S002,P0015,Furniture,148,123,148,79.23,Winter
18-04-2022,S002,P0016,Electronics,111,79,83,93.08,Winter
18-04-2022,S002,P0017,Clothing,87,21,22,74.35,Spring
18-04-2022,S002,P0018,Furniture,357,178,123,17.44,Summer
18-04-2022,S002,P0019,Clothing,84,82,185,74.09,Autumn
18-04-2022,S002,P0020,Clothing,101,65,171,13.74,Summer
18-04-2022,S003,P0001,Furniture,167,87,135,14.16,Winter
18-04-2022,S003,P0002,Toys,183,6,176,46.57,Autumn
18-04-2022,S003,P0003,Groceries,471,331,67,13.91,Spring
18-04-2022,S003,P0004,Groceries,119,46,158,65.83,Summer
18-04-2022,S003,P0005,Electronics,420,42,123,27.75,Summer
18-04-2022,S003,P0006,Toys,489,9,101,98.47,Winter
18-04-2022,S003,P0007,Electronics,243,38,195,48.1,Autumn
18-04-2022,S003,P0008,Groceries,493,90,123,83.41,Winter
18-04-2022,S003,P0009,Electronics,231,64,99,39.08,Summer
18-04-2022,S003,P0010,Clothing,403,326,101,91.33,Autumn
18-04-2022,S003,P0011,Electronics,107,48,87,29.11,Autumn
18-04-2022,S003,P0012,Groceries,401,16,35,74.2,Summer
18-04-2022,S003,P0013,Clothing,110,18,196,60.91,Spring
18-04-2022,S003,P0014,Clothing,251,119,40,81.49,Winter
18-04-2022,S003,P0015,Furniture,337,321,180,35.59,Winter
18-04-2022,S003,P0016,Furniture,74,66,151,50.54,Autumn
18-04-2022,S003,P0017,Electronics,294,90,89,14.88,Autumn
18-04-2022,S003,P0018,Clothing,112,80,141,53.61,Spring
18-04-2022,S003,P0019,Toys,493,275,200,47.29,Autumn
18-04-2022,S003,P0020,Clothing,329,196,82,13.69,Autumn
18-04-2022,S004,P0001,Groceries,423,401,196,42.84,Spring
18-04-2022,S004,P0002,Furniture,400,151,199,93.88,Spring
18-04-2022,S004,P0003,Clothing,126,60,132,99.45,Spring
18-04-2022,S004,P0004,Furniture,465,279,32,54.89,Summer
18-04-2022,S004,P0005,Furniture,471,299,80,12.37,Spring
18-04-2022,S004,P0006,Clothing,449,427,58,66.53,Winter
18-04-2022,S004,P0007,Groceries,481,41,61,50.35,Spring
18-04-2022,S004,P0008,Clothing,353,196,143,43.52,Autumn
18-04-2022,S004,P0009,Electronics,193,59,37,78.58,Summer
18-04-2022,S004,P0010,Groceries,415,402,135,64.31,Summer
18-04-2022,S004,P0011,Furniture,289,94,173,16.53,Winter
18-04-2022,S004,P0012,Toys,84,60,131,75.26,Spring
18-04-2022,S004,P0013,Furniture,447,135,23,55.3,Autumn
18-04-2022,S004,P0014,Groceries,55,28,56,92.03,Spring
18-04-2022,S004,P0015,Toys,361,103,27,42.66,Spring
18-04-2022,S004,P0016,Clothing,356,140,39,40.37,Spring
18-04-2022,S004,P0017,Electronics,211,185,53,36.32,Spring
18-04-2022,S004,P0018,Clothing,385,124,192,87.86,Autumn
18-04-2022,S004,P0019,Toys,219,217,72,28.54,Summer
18-04-2022,S004,P0020,Clothing,97,67,130,82.98,Autumn
18-04-2022,S005,P0001,Electronics,416,118,152,14.7,Summer
18-04-2022,S005,P0002,Electronics,212,163,30,46.17,Summer
18-04-2022,S005,P0003,Electronics,173,88,22,41.32,Spring
18-04-2022,S005,P0004,Electronics,309,292,44,31.88,Autumn
18-04-2022,S005,P0005,Groceries,109,46,158,49.83,Summer
18-04-2022,S005,P0006,Toys,314,158,37,22.7,Spring
18-04-2022,S005,P0007,Toys,327,274,109,39.68,Summer
18-04-2022,S005,P0008,Furniture,468,87,138,74.47,Winter
18-04-2022,S005,P0009,Toys,89,86,42,76.64,Autumn
18-04-2022,S005,P0010,Electronics,225,172,49,67.46,Summer
18-04-2022,S005,P0011,Groceries,500,374,83,71.11,Winter
18-04-2022,S005,P0012,Furniture,272,190,174,84.37,Winter
18-04-2022,S005,P0013,Groceries,274,171,45,65.18,Summer
18-04-2022,S005,P0014,Furniture,214,140,157,45.77,Autumn
18-04-2022,S005,P0015,Toys,375,226,173,38.71,Summer
18-04-2022,S005,P0016,Electronics,437,383,31,10.69,Autumn
18-04-2022,S005,P0017,Groceries,384,122,100,20.05,Summer
18-04-2022,S005,P0018,Electronics,287,113,159,92.81,Autumn
18-04-2022,S005,P0019,Groceries,112,61,85,58.93,Summer
18-04-2022,S005,P0020,Furniture,120,120,190,13.02,Spring
19-04-2022,S001,P0001,Electronics,60,41,195,66.6,Winter
19-04-2022,S001,P0002,Groceries,450,300,102,51.46,Summer
19-04-2022,S001,P0003,Toys,397,373,52,54.95,Summer
19-04-2022,S001,P0004,Electronics,277,27,44,79.94,Autumn
19-04-2022,S001,P0005,Clothing,277,169,33,89.54,Spring
19-04-2022,S001,P0006,Clothing,208,123,122,57.03,Spring
19-04-2022,S001,P0007,Clothing,167,99,128,51.17,Autumn
19-04-2022,S001,P0008,Clothing,178,60,182,67.51,Autumn
